episode_name,positive_prob,negative_prob,sentiment
MMs02e12,0.7317633628845215,0.2723143398761749,Positive
MMs02e12,0.0009650776046328247,0.9826920032501221,Negative
MMs02e12,0.8670870661735535,0.87247234582901,Negative
MMs02e12,0.03569740429520607,0.016506751999258995,Positive
MMs02e12,0.8343762755393982,0.0016329832142218947,Positive
MMs02e12,0.0021860464476048946,0.9962309002876282,Negative
MMs02e12,0.001258128322660923,0.7688823342323303,Negative
MMs02e12,0.001406452851369977,0.3663455843925476,Negative
MMs02e12,0.9583321213722229,0.06558949500322342,Positive
MMs02e12,0.025784457102417946,0.9150101542472839,Negative
MMs02e12,0.25552043318748474,0.9314625263214111,Negative
MMs02e12,0.0014594008680433035,0.9800809621810913,Negative
MMs02e12,0.0007161563262343407,0.8477444052696228,Negative
MMs02e12,0.9971562623977661,0.0013583602849394083,Positive
MMs02e12,0.007336847484111786,0.9897652864456177,Negative
MMs02e12,0.7609589099884033,0.0814422219991684,Positive
MMs02e12,0.7077586054801941,0.583896815776825,Positive
MMs02e12,0.9358173608779907,0.023963138461112976,Positive
MMs02e12,0.9352660775184631,0.5273656845092773,Positive
MMs02e12,0.2437073290348053,0.31903257966041565,Negative
MMs02e12,0.0019732953514903784,0.9953508377075195,Negative
MMs02e12,0.10829057544469833,0.684226393699646,Negative
MMs02e12,0.9912651181221008,0.0030940836295485497,Positive
MMs02e12,0.003961492795497179,0.9877113699913025,Negative
MMs02e12,0.03331167995929718,0.7497279047966003,Negative
MMs02e12,0.0004026905808132142,0.46785658597946167,Negative
MMs02e12,0.27471861243247986,0.8584195375442505,Negative
MMs02e12,0.005496302153915167,0.6116992235183716,Negative
MMs02e12,0.004875503480434418,0.8788408637046814,Negative
MMs02e12,0.15910615026950836,0.2551210820674896,Negative
MMs02e12,0.029245512560009956,0.828561544418335,Negative
MMs02e12,0.022108469158411026,0.04926422983407974,Negative
MMs02e12,0.006582356058061123,0.03678862378001213,Negative
MMs02e12,0.2873239517211914,0.6710854172706604,Negative
MMs02e12,0.0012464812025427818,0.882560133934021,Negative
MMs02e12,0.45273733139038086,0.813640296459198,Negative
MMs02e12,0.004067868925631046,0.9543605446815491,Negative
MMs02e12,0.01647859625518322,0.9922299981117249,Negative
MMs02e12,0.8184572458267212,0.7056085467338562,Positive
MMs02e12,0.43791866302490234,0.26028570532798767,Positive
MMs02e12,0.09003400802612305,0.8298296928405762,Negative
MMs02e12,0.16951943933963776,0.7741314768791199,Negative
MMs02e12,0.007629100698977709,0.9831872582435608,Negative
MMs02e12,0.7143262028694153,0.9900508522987366,Negative
MMs02e12,0.04472723975777626,0.9496931433677673,Negative
MMs02e12,0.013350588269531727,0.9612112641334534,Negative
MMs02e12,0.027708206325769424,0.9870803952217102,Negative
MMs02e12,0.001862802542746067,0.9927302002906799,Negative
MMs02e12,0.0028053552377969027,0.6690572500228882,Negative
MMs02e12,0.001959560438990593,0.9869568347930908,Negative
MMs02e12,0.006993935909122229,0.346489816904068,Negative
MMs02e12,0.020376067608594894,0.8647116422653198,Negative
MMs02e12,0.5508739948272705,0.8506555557250977,Negative
MMs02e12,0.001378349494189024,0.9913327097892761,Negative
MMs02e12,0.0006930480594746768,0.09858518093824387,Negative
MMs02e12,0.10442422330379486,0.9534861445426941,Negative
MMs02e12,0.008924512192606926,0.011623058468103409,Negative
MMs02e12,0.5541791319847107,0.029897969216108322,Positive
MMs02e12,0.8060424327850342,0.23776103556156158,Positive
MMs02e12,0.010935775935649872,0.8947547674179077,Negative
MMs02e12,0.0008773336303420365,0.06224912405014038,Negative
MMs02e12,0.0007901900680735707,0.9016107320785522,Negative
MMs02e12,0.013577479869127274,0.8772347569465637,Negative
MMs02e12,0.604688286781311,0.014024460688233376,Positive
MMs02e12,0.014285534620285034,0.047602731734514236,Negative
MMs02e12,0.9528403282165527,0.9270698428153992,Positive
MMs02e12,0.004067868925631046,0.9543605446815491,Negative
MMs02e12,0.8887593150138855,0.003865177044644952,Positive
MMs02e12,0.295091837644577,0.8511103987693787,Negative
MMs02e12,0.4545661509037018,0.13658039271831512,Positive
MMs02e12,0.5633658170700073,0.5944441556930542,Negative
MMs02e12,0.7691125273704529,0.021808596327900887,Positive
MMs02e12,0.008152916096150875,0.04893742501735687,Negative
MMs02e12,0.7539413571357727,0.847481906414032,Negative
MMs02e12,0.06772100180387497,0.1767052263021469,Negative
MMs02e12,0.9850039482116699,0.00045589442015625536,Positive
MMs02e12,0.9709676504135132,0.18756678700447083,Positive
MMs02e12,0.002392995171248913,0.9932925701141357,Negative
MMs02e12,0.9177534580230713,0.8876421451568604,Positive
MMs02e12,0.07476884126663208,0.5622464418411255,Negative
MMs02e12,0.012320000678300858,0.025365369394421577,Negative
MMs02e12,0.009535086341202259,0.9829779267311096,Negative
MMs02e12,0.08791060745716095,0.030711224302649498,Positive
MMs02e12,0.8578780889511108,0.012111094780266285,Positive
MMs02e12,0.36046090722084045,0.039189379662275314,Positive
MMs02e12,0.0022281392011791468,0.9955535531044006,Negative
MMs02e12,0.9420790076255798,0.36727413535118103,Positive
MMs02e12,0.5889466404914856,0.7542809844017029,Negative
MMs02e12,0.005514984950423241,0.7663980722427368,Negative
MMs02e12,0.9387503862380981,0.3564079701900482,Positive
MMs02e12,0.017939459532499313,0.04939865693449974,Negative
MMs02e12,0.00490614352747798,0.9997262358665466,Negative
MMs02e12,0.9738429188728333,0.18859343230724335,Positive
MMs02e12,0.9945451021194458,0.0023454632610082626,Positive
MMs02e12,0.00391704635694623,0.5309137105941772,Negative
MMs02e12,0.00984815414994955,0.24962842464447021,Negative
MMs02e12,0.0274784117937088,0.7633337378501892,Negative
MMs02e12,0.025885267183184624,0.7922465801239014,Negative
MMs02e12,0.0020728656090795994,0.9713103175163269,Negative
MMs02e12,0.00490614352747798,0.9997262358665466,Negative
MMs02e12,0.0015329996822401881,0.15412306785583496,Negative
MMs02e12,0.02873297594487667,0.1395827680826187,Negative
MMs02e12,0.9980114698410034,0.13031093776226044,Positive
MMs02e12,0.9748679399490356,0.8449897766113281,Positive
MMs02e12,0.10544458031654358,0.9726982712745667,Negative
MMs02e12,0.20984295010566711,0.34316378831863403,Negative
MMs02e12,0.8658583760261536,0.9391239285469055,Negative
MMs02e12,0.9051542282104492,0.12150738388299942,Positive
MMs02e12,0.03248363360762596,0.9501975178718567,Negative
MMs02e12,0.10932956635951996,0.7486225962638855,Negative
MMs02e12,0.020623378455638885,0.9896982312202454,Negative
MMs02e12,0.34991806745529175,0.7450940608978271,Negative
MMs02e12,0.021199772134423256,0.9082342982292175,Negative
MMs02e12,0.9505789279937744,0.6554434895515442,Positive
MMs02e12,0.037974096834659576,0.3689958453178406,Negative
MMs02e12,0.0037268998567014933,0.9975190162658691,Negative
MMs02e12,0.007608630694448948,0.9876478910446167,Negative
MMs02e12,0.0007013598806224763,0.9608702659606934,Negative
MMs02e12,0.9315922260284424,0.06591331958770752,Positive
MMs02e12,0.7215359807014465,0.4364226758480072,Positive
MMs02e12,0.010579797439277172,0.04901094734668732,Negative
MMs02e12,0.040810953825712204,0.798565685749054,Negative
MMs02e12,0.9951826930046082,0.006525376811623573,Positive
MMs02e12,0.9833237528800964,0.9205164909362793,Positive
MMs02e12,0.0036786035634577274,0.9943903088569641,Negative
MMs02e12,0.9824157953262329,0.026137344539165497,Positive
MMs02e12,0.0040690843015909195,0.9453735947608948,Negative
MMs02e12,0.9804269075393677,0.01451069675385952,Positive
MMs02e12,0.0005512139177881181,0.22582128643989563,Negative
MMs02e12,0.008020357228815556,0.12525929510593414,Negative
MMs02e12,0.002013289835304022,0.9489377737045288,Negative
MMs02e12,0.07920550554990768,0.9206050038337708,Negative
MMs02e12,0.9933795928955078,0.011768023483455181,Positive
MMs02e12,0.014587458223104477,0.847370445728302,Negative
MMs02e12,0.9790311455726624,0.4898473918437958,Positive
MMs02e12,0.14584125578403473,0.5491815209388733,Negative
MMs02e12,0.5649982690811157,0.2505893409252167,Positive
MMs02e12,0.9196584224700928,0.844074547290802,Positive
MMs02e12,0.8331565856933594,0.014561502262949944,Positive
MMs02e12,0.019282199442386627,0.9749444127082825,Negative
MMs02e12,0.2245556116104126,0.6328098773956299,Negative
MMs02e12,0.990594744682312,0.0019030419643968344,Positive
MMs02e12,0.7868497371673584,0.0038317388389259577,Positive
MMs02e12,0.801417887210846,0.8805373311042786,Negative
MMs02e12,0.7725284099578857,0.2683139741420746,Positive
MMs02e12,0.0011902623809874058,0.24018199741840363,Negative
MMs02e12,0.4396063983440399,0.7278623580932617,Negative
MMs02e12,0.6351292729377747,0.5642580389976501,Positive
MMs02e12,0.397156298160553,0.008026795461773872,Positive
MMs02e12,0.033495690673589706,0.9294507503509521,Negative
MMs02e12,0.02018347941339016,0.04458986222743988,Negative
MMs02e12,0.7671011686325073,0.6270910501480103,Positive
MMs02e12,0.7782906293869019,0.6680931448936462,Positive
MMs02e12,0.07161001116037369,0.8127928376197815,Negative
MMs02e12,0.9737407565116882,0.06369279325008392,Positive
MMs02e12,0.8016398549079895,0.4968819320201874,Positive
MMs02e12,0.4139062464237213,0.8391931056976318,Negative
MMs02e12,0.000779349822551012,0.9948086142539978,Negative
MMs02e12,0.880226731300354,0.2720029354095459,Positive
MMs02e12,0.009838538244366646,0.9733800888061523,Negative
MMs02e12,0.6489343047142029,0.7310157418251038,Negative
MMs02e12,0.016701290383934975,0.9149552583694458,Negative
MMs02e12,0.010436450131237507,0.6379021406173706,Negative
MMs02e12,0.19008058309555054,0.5367989540100098,Negative
MMs02e12,0.0007085425313562155,0.9551033973693848,Negative
MMs02e12,0.9918903112411499,0.02640874870121479,Positive
MMs02e12,0.4163851737976074,0.6362069845199585,Negative
MMs02e12,0.03980010002851486,0.6291232705116272,Negative
MMs02e12,0.14495329558849335,0.02883467823266983,Positive
MMs02e12,0.00490614352747798,0.9997262358665466,Negative
MMs02e12,0.008100911974906921,0.8636649250984192,Negative
MMs02e12,0.01375696063041687,0.04499845206737518,Negative
MMs02e12,0.00941232219338417,0.904750406742096,Negative
MMs02e12,0.3884500563144684,0.5604612231254578,Negative
MMs02e12,0.9265077710151672,0.22406908869743347,Positive
MMs02e12,0.09073393791913986,0.39026880264282227,Negative
MMs02e12,0.007334069814532995,0.995848536491394,Negative
MMs02e12,0.001959560438990593,0.9869568347930908,Negative
MMs02e12,0.029152868315577507,0.13358786702156067,Negative
MMs02e12,0.0007273285300470889,0.28549090027809143,Negative
MMs02e12,0.641000509262085,0.023052342236042023,Positive
MMs02e12,0.4004932641983032,0.7317168712615967,Negative
MMs02e12,0.9385961294174194,0.3780770003795624,Positive
MMs02e12,0.9985988736152649,0.0019458605675026774,Positive
MMs02e12,0.0037942517083138227,0.9486997127532959,Negative
MMs02e12,0.0006306965369731188,0.6870936155319214,Negative
MMs02e12,0.6947196125984192,0.5226103067398071,Positive
MMs02e12,0.0007569152512587607,0.9968462586402893,Negative
MMs02e12,0.9282999038696289,0.6954647898674011,Positive
MMs02e12,0.034687791019678116,0.9676684141159058,Negative
MMs02e12,0.02923806756734848,0.8957332372665405,Negative
MMs02e12,0.003921482712030411,0.8813081383705139,Negative
MMs02e12,0.37586912512779236,0.17613276839256287,Positive
MMs02e12,0.7077586054801941,0.583896815776825,Positive
MMs02e12,0.12234131991863251,0.13319635391235352,Negative
MMs02e12,0.3867385685443878,0.25629615783691406,Positive
MMs02e12,0.2923922538757324,0.5712136030197144,Negative
MMs02e12,0.9957656860351562,0.0022599180229008198,Positive
MMs02e12,0.9976117610931396,0.0020491592586040497,Positive
MMs02e12,0.7900048494338989,0.033105675131082535,Positive
MMs02e12,0.6189481019973755,0.07617834955453873,Positive
MMs02e12,0.5965672135353088,0.19388261437416077,Positive
MMs02e12,0.03419441729784012,0.02593252807855606,Positive
MMs02e12,0.08890090137720108,0.9020671248435974,Negative
MMs02e12,0.004882694222033024,0.9417058229446411,Negative
MMs02e12,0.0010901640634983778,0.7308924794197083,Negative
MMs02e12,0.41939863562583923,0.14630933105945587,Positive
MMs02e12,0.0011242112377658486,0.9907748103141785,Negative
MMs02e12,0.0005532177165150642,0.5071181654930115,Negative
MMs02e12,0.9922285676002502,0.0009856137912720442,Positive
MMs02e12,0.012709029950201511,0.043925169855356216,Negative
MMs02e12,0.009702620096504688,0.6944359540939331,Negative
MMs02e12,0.008102908730506897,0.7399846315383911,Negative
MMs02e12,0.15087541937828064,0.09578956663608551,Positive
MMs02e12,0.047874365001916885,0.9657671451568604,Negative
MMs02e12,0.004252318758517504,0.2355550080537796,Negative
MMs02e12,0.2376600205898285,0.6366501450538635,Negative
MMs02e12,0.026343248784542084,0.8674526214599609,Negative
MMs02e12,0.9740249514579773,0.0008165366016328335,Positive
MMs02e12,0.7057602405548096,0.6630643010139465,Positive
MMs02e12,0.8031877279281616,0.16834047436714172,Positive
MMs02e12,0.0978822112083435,0.5724083781242371,Negative
MMs02e12,0.9933432340621948,0.0030733735766261816,Positive
MMs02e12,0.0030451167840510607,0.9898790121078491,Negative
MMs02e12,0.0007355111883953214,0.49322572350502014,Negative
MMs02e12,0.683195948600769,0.5057463645935059,Positive
MMs02e12,0.7533290386199951,0.3917231559753418,Positive
MMs02e12,0.9734072685241699,0.028364472091197968,Positive
MMs02e12,0.0005640634335577488,0.9901750087738037,Negative
MMs02e12,0.01331406831741333,0.505630612373352,Negative
MMs02e12,0.007963305339217186,0.956091582775116,Negative
MMs02e12,0.9807009696960449,0.0006671897717751563,Positive
MMs02e12,0.002329110400751233,0.8226644992828369,Negative
MMs02e12,0.7472774386405945,0.37400031089782715,Positive
MMs02e12,0.17537623643875122,0.6330995559692383,Negative
MMs02e12,0.7941557765007019,0.5542488098144531,Positive
MMs02e12,0.0008280799374915659,0.23160862922668457,Negative
MMs02e12,0.760342538356781,0.2845035493373871,Positive
MMs02e12,0.0037331015337258577,0.200182244181633,Negative
MMs02e12,0.9810328483581543,0.0025360858999192715,Positive
MMs02e12,0.8314809203147888,0.5828953385353088,Positive
MMs02e12,0.9391879439353943,0.06414589285850525,Positive
MMs02e12,0.006603774148970842,0.07517395168542862,Negative
MMs02e12,0.8098748326301575,0.754144012928009,Positive
MMs02e12,0.7339304089546204,0.24217471480369568,Positive
MMs02e12,0.7803072333335876,0.763342022895813,Positive
MMs02e12,0.754763126373291,0.027369368821382523,Positive
MMs02e12,0.8943917155265808,0.11838424950838089,Positive
MMs02e12,0.9992939233779907,0.0018384467111900449,Positive
MMs02e12,0.015991834923624992,0.9753051996231079,Negative
MMs02e12,0.814824640750885,0.0765266865491867,Positive
MMs02e12,0.9947634935379028,0.0011552947107702494,Positive
MMs02e12,0.0028598117642104626,0.9226589798927307,Negative
MMs02e12,0.9888426065444946,0.4558899700641632,Positive
MMs02e12,0.01481346134096384,0.8010455369949341,Negative
MMs02e12,0.06795429438352585,0.8950703144073486,Negative
MMs02e12,0.14632944762706757,0.9444881081581116,Negative
MMs02e12,0.8285353183746338,0.03606948256492615,Positive
MMs02e12,0.7368456721305847,0.8781747221946716,Negative
MMs02e12,0.9740989804267883,0.8034045696258545,Positive
MMs02e12,0.2249317318201065,0.9467557072639465,Negative
MMs02e12,0.6542221903800964,0.7979186177253723,Negative
MMs02e12,0.7448154091835022,0.766017735004425,Negative
MMs02e12,0.010666399262845516,0.9061620831489563,Negative
MMs02e12,0.001572456443682313,0.9822789430618286,Negative
MMs02e12,0.2602456510066986,0.17901094257831573,Positive
MMs02e12,0.9602407813072205,0.06479337066411972,Positive
MMs02e12,0.9582298994064331,0.04284239932894707,Positive
MMs02e12,0.9906882047653198,0.0014887134311720729,Positive
MMs02e12,0.9735750555992126,0.16641953587532043,Positive
MMs02e12,0.00966539978981018,0.9735168814659119,Negative
MMs02e12,0.0008342889486812055,0.3686712980270386,Negative
MMs02e12,0.7953600883483887,0.40039706230163574,Positive
MMs02e12,0.00490614352747798,0.9997262358665466,Negative
MMs02e12,0.8924213647842407,0.002266740659251809,Positive
MMs02e12,0.9258378744125366,0.0016789983492344618,Positive
MMs02e12,0.001421703607775271,0.1714286208152771,Negative
MMs02e12,0.39564356207847595,0.202194944024086,Positive
MMs02e12,0.7554635405540466,0.2423090934753418,Positive
MMs02e12,0.46602118015289307,0.7686843872070312,Negative
MMs02e12,0.9561253786087036,0.08774256706237793,Positive
MMs02e12,0.24393542110919952,0.36489588022232056,Negative
MMs02e12,0.9633973240852356,0.0060385605320334435,Positive
MMs02e12,0.998218834400177,0.0010149156441912055,Positive
MMs02e12,0.23335875570774078,0.569858729839325,Negative
MMs02e12,0.016084112226963043,0.6147421598434448,Negative
MMs02e12,0.46201398968696594,0.2942570149898529,Positive
MMs02e12,0.9113693237304688,0.043116871267557144,Positive
MMs02e12,0.5377722382545471,0.9775581359863281,Negative
MMs02e12,0.8165208697319031,0.11053591221570969,Positive
MMs02e12,0.7554139494895935,0.04971065744757652,Positive
MMs02e12,0.44881314039230347,0.22167479991912842,Positive
MMs02e12,0.8258926272392273,0.033918701112270355,Positive
MMs02e12,0.8995965123176575,0.01296181883662939,Positive
MMs02e12,0.04303066432476044,0.6682484149932861,Negative
MMs02e12,0.07838211953639984,0.981942355632782,Negative
MMs02e12,0.3829444348812103,0.018427317962050438,Positive
MMs02e12,0.5760037899017334,0.4539792835712433,Positive
MMs02e12,0.8875814080238342,0.020856035873293877,Positive
MMs02e12,0.9256106019020081,0.3331352472305298,Positive
MMs02e12,0.31272438168525696,0.22903013229370117,Positive
MMs02e12,0.5686362385749817,0.0033888877369463444,Positive
MMs02e12,0.001862802542746067,0.9927302002906799,Negative
MMs02e12,0.0005811569862999022,0.9836683869361877,Negative
MMs02e12,0.003634718945249915,0.7729536890983582,Negative
MMs02e12,0.08793608844280243,0.0678616464138031,Positive
MMs02e12,0.18673355877399445,0.19483600556850433,Negative
MMs02e12,0.1288089007139206,0.7692329287528992,Negative
MMs02e12,0.4990588426589966,0.21109841763973236,Positive
MMs02e12,0.98490309715271,0.0020102120470255613,Positive
MMs02e12,0.8932311534881592,0.024222809821367264,Positive
MMs02e12,0.011899099685251713,0.6120198369026184,Negative
MMs02e12,0.0010728875640779734,0.9908950328826904,Negative
MMs02e12,0.001862802542746067,0.9927302002906799,Negative
MMs02e12,0.0014011514140293002,0.9646462202072144,Negative
MMs02e12,0.9441691637039185,0.018127648159861565,Positive
MMs02e12,0.002214392414316535,0.7764356732368469,Negative
MMs02e12,0.9344224333763123,0.8242330551147461,Positive
MMs02e12,0.011424397118389606,0.917937159538269,Negative
MMs02e12,0.7779481410980225,0.35148200392723083,Positive
MMs02e12,0.8378281593322754,0.7008717060089111,Positive
MMs02e12,0.0047419085167348385,0.9689314365386963,Negative
MMs02e12,0.04585414007306099,0.033374886959791183,Positive
MMs02e12,0.001949709258042276,0.9795863032341003,Negative
MMs02e12,0.8228703737258911,0.301925390958786,Positive
MMs02e12,0.4945937693119049,0.48666343092918396,Positive
MMs02e12,0.002821835922077298,0.9668517708778381,Negative
MMs02e12,0.9868164658546448,0.005505439825356007,Positive
MMs02e12,0.020030006766319275,0.9314639568328857,Negative
MMs02e12,0.0008280799374915659,0.23160862922668457,Negative
MMs02e12,0.9752574563026428,0.47846028208732605,Positive
MMs02e12,0.0312909372150898,0.5155620574951172,Negative
MMs02e12,0.9829766750335693,0.01620199717581272,Positive
MMs02e12,0.647041380405426,0.7745558023452759,Negative
MMs02e12,0.0005001408280804753,0.9956064820289612,Negative
MMs02e12,0.7142001390457153,0.5515851974487305,Positive
MMs02e12,0.49658825993537903,0.6825141310691833,Negative
MMs02e12,0.07048708200454712,0.7633800506591797,Negative
MMs02e12,0.016434943303465843,0.8570235371589661,Negative
MMs02e12,0.06938830763101578,0.9329538345336914,Negative
MMs02e12,0.654630720615387,0.917634904384613,Negative
MMs02e12,0.3638300895690918,0.570547342300415,Negative
MMs02e12,0.036574702709913254,0.016063237562775612,Positive
MMs02e12,0.42088860273361206,0.37428319454193115,Positive
MMs02e12,0.010572223924100399,0.7652457356452942,Negative
MMs02e12,0.2205471247434616,0.7433761954307556,Negative
MMs02e12,0.18004581332206726,0.3650039732456207,Negative
MMs02e12,0.005745524074882269,0.21340256929397583,Negative
MMs02e12,0.003180029336363077,0.9906657934188843,Negative
MMs02e12,0.1692543476819992,0.8130366206169128,Negative
MMs02e12,0.04804157838225365,0.1630645990371704,Negative
MMs02e12,0.0041891844011843204,0.15287551283836365,Negative
MMs02e12,0.056199293583631516,0.8327866196632385,Negative
MMs02e12,0.005261501297354698,0.9171775579452515,Negative
MMs02e12,0.06909926235675812,0.7888491749763489,Negative
MMs02e12,0.9104828238487244,0.04321794956922531,Positive
MMs02e12,0.9691988825798035,0.34502869844436646,Positive
MMs02e12,0.002214392414316535,0.7764356732368469,Negative
MMs02e12,0.012994355522096157,0.9676186442375183,Negative
MMs02e12,0.004983146674931049,0.8288421034812927,Negative
MMs02e12,0.017598140984773636,0.8798165917396545,Negative
MMs02e12,0.03351578116416931,0.7876186370849609,Negative
MMs02e12,0.6771973967552185,0.15539507567882538,Positive
MMs02e12,0.01652878150343895,0.6589188575744629,Negative
MMs02e12,0.9975852966308594,0.0024665736127644777,Positive
MMs02e12,0.9767000079154968,0.0019981858786195517,Positive
MMs02e12,0.9577925801277161,0.0014630346558988094,Positive
MMs02e12,0.8529655933380127,0.006524869706481695,Positive
MMs02e12,0.9716602563858032,0.00258284411393106,Positive
MMs02e12,0.0008733202703297138,0.9238907098770142,Negative
MMs02e12,0.8327410817146301,0.11494921892881393,Positive
MMs02e12,0.5681785345077515,0.05916639044880867,Positive
MMs02e12,0.0024222005158662796,0.9645580649375916,Negative
MMs02e12,0.4573909044265747,0.27580341696739197,Positive
MMs02e12,0.11618228256702423,0.09805608540773392,Positive
MMs02e12,0.975985050201416,0.000738058122806251,Positive
MMs02e12,0.07212724536657333,0.8218037486076355,Negative
MMs02e12,0.12769383192062378,0.7141146659851074,Negative
MMs02e12,0.00941232219338417,0.904750406742096,Negative
MMs02e12,0.05187163129448891,0.24840512871742249,Negative
MMs02e12,0.21749520301818848,0.757611870765686,Negative
MMs02e12,0.5074134469032288,0.18340572714805603,Positive
MMs02e12,0.9455885291099548,0.6629603505134583,Positive
MMs02e12,0.485393762588501,0.013202715665102005,Positive
MMs02e12,0.009087411686778069,0.10728278756141663,Negative
MMs02e12,0.7408568859100342,0.06844528019428253,Positive
MMs02e12,0.01700654998421669,0.9945159554481506,Negative
MMs02e12,0.5353705883026123,0.4713529944419861,Positive
